id,nl,fopl_input,fopl_output,status,timestamp
821,A molecule contains atoms bonded together.,"∀x (Molecule(x) → ∃y∃z (Atom(y) ∧ Atom(z) ∧ BondedTogether(y, z, x)))","∀x (Molecule(x) → ∃x1∃x2 (Atom(x1) ∧ Atom(x2) ∧ BondedTogether(x1, x2, x)))",success,2026-03-26T05:02:49.246504+00:00
822,A vehicle is considered an electric car if it is powered by an electric motor and primarily uses electricity as its energy source.,∀x (Vehicle(x) ∧ PoweredByElectricMotor(x) ∧ PrimarilyUsesElectricity(x) → ElectricCar(x)),∀x (Vehicle(x) ∧ PoweredByElectricMotor(x) ∧ PrimarilyUsesElectricity(x) → ElectricCar(x)),success,2026-03-26T05:02:49.592470+00:00
823,"A region is classified as a desert when it experiences low precipitation, supports little vegetation, and has a dry, arid climate.",∀x (Region(x) ∧ ExperiencesLowPrecipitation(x) ∧ SupportsLittleVegetation(x) ∧ DryAridClimate(x) → Desert(x)),∀x (Region(x) ∧ ExperiencesLowPrecipitation(x) ∧ SupportsLittleVegetation(x) ∧ DryAridClimate(x) → Desert(x)),success,2026-03-26T05:02:50.064182+00:00
824,A painting is considered valuable if it is created by a renowned artist and is in excellent condition.,∀x (Painting(x) ∧ CreatedByRenownedArtist(x) ∧ ExcellentCondition(x) → Valuable(x)),∀x (Painting(x) ∧ CreatedByRenownedArtist(x) ∧ ExcellentCondition(x) → Valuable(x)),success,2026-03-26T05:02:50.590469+00:00
825,"A river that flows into another body of water, such as a lake or an ocean, is called a tributary.",∀x ((River(x) ∧ FlowsIntoBodyOfWater(x)) → Tributary(x)),∀x ((River(x) ∧ FlowsIntoBodyOfWater(x)) → Tributary(x)),success,2026-03-26T05:02:50.903801+00:00
826,"A boat floats on water and has a hull, while an airplane flies in the air and has wings.",∀x∀y (Boat(x) ∧ Airplane(y) → (FloatsOnWater(x) ∧ HasHull(x) ∧ FliesInAir(y) ∧ HasWings(y))),∀x∀y (Boat(x) ∧ Airplane(y) → (FloatsOnWater(x) ∧ HasHull(x) ∧ FliesInAir(y) ∧ HasWings(y))),success,2026-03-26T05:02:51.289754+00:00
827,A workout is intense if it increases heart rate or burns many calories.,∀x (Workout(x) ∧ (IncreasesHeartRate(x) ∨ BurnsManyCalories(x)) → Intense(x)),∀x (Workout(x) ∧ (IncreasesHeartRate(x) ∨ BurnsManyCalories(x)) → Intense(x)),success,2026-03-26T05:02:51.792489+00:00
828,"An athlete who follows a rigorous training regimen, consumes a well-balanced diet, and gets enough sleep can maximize their performance potential.",∀x (Athlete(x) ∧ RigorousTrainingRegimen(x) ∧ WellBalancedDiet(x) ∧ EnoughSleep(x) → MaximizesPerformancePotential(x)),∀x (Athlete(x) ∧ RigorousTrainingRegimen(x) ∧ WellBalancedDiet(x) ∧ EnoughSleep(x) → MaximizesPerformancePotential(x)),success,2026-03-26T05:02:52.110919+00:00
829,"Not all metals are magnetic, but some exhibit this property.",¬∀x (Metal(x) → Magnetic(x)) ∧ ∃y (Metal(y) ∧ Magnetic(y)),¬∀x1 (Metal(x1) → Magnetic(x1)) ∧ ∃x2 (Metal(x2) ∧ Magnetic(x2)),success,2026-03-26T05:02:52.524016+00:00
830,"If a car is electric, then it is powered by a battery.",∀x (Car(x) ∧ Electric(x) → PoweredByBattery(x)),∀x (Car(x) ∧ Electric(x) → PoweredByBattery(x)),success,2026-03-26T05:02:52.932628+00:00
831,A tree provides shade in summer and loses leaves in autumn.,"∀x ∀y ∀z (Tree(x) ∧ Summer(y) ∧ Autumn(z) → (ProvidesShade(x, y) ∧ LosesLeaves(x, z)))","∀x ∀y ∀z (Tree(x) ∧ Summer(y) ∧ Autumn(z) → (ProvidesShade(x, y) ∧ LosesLeaves(x, z)))",success,2026-03-26T05:02:53.337312+00:00
832,"A smartphone has a camera and can access the internet, while a feature phone has limited internet capabilities.",∀x (Smartphone(x) ∧ Camera(x) ∧ InternetAccess(x)) ∧ ∀y (FeaturePhone(y) ∧ LimitedInternet(y)),∀x (Smartphone(x) ∧ Camera(x) ∧ InternetAccess(x)) ∧ ∀y (FeaturePhone(y) ∧ LimitedInternet(y)),success,2026-03-26T05:02:53.748246+00:00
833,"An entity is identified as a computer if it is an electronic device, capable of performing calculations and processing data, and may include components such as a central processing unit, memory, and storage.",∀x (Entity(x) ∧ ElectronicDevice(x) ∧ PerformsCalculationsAndProcessesData(x) ∧ (IncludesCPU(x) ∨ IncludesMemory(x) ∨ IncludesStorage(x)) → Computer(x)),∀x (Entity(x) ∧ ElectronicDevice(x) ∧ PerformsCalculationsAndProcessesData(x) ∧ (IncludesCPU(x) ∨ IncludesMemory(x) ∨ IncludesStorage(x)) → Computer(x)),success,2026-03-26T05:02:54.164844+00:00
834,"A flower that blooms at night typically has a strong fragrance, attracts nocturnal pollinators, and has light-colored petals.",∀x (Flower(x) ∧ BloomsAtNight(x) → StrongFragrance(x) ∧ AttractsNocturnalPollinators(x) ∧ LightColoredPetals(x)),∀x (Flower(x) ∧ BloomsAtNight(x) → StrongFragrance(x) ∧ AttractsNocturnalPollinators(x) ∧ LightColoredPetals(x)),success,2026-03-26T05:02:54.498374+00:00
835,A smartphone is easy to use when it has an intuitive interface and does not require frequent charging.,∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ ¬FrequentChargingRequired(x) → EasyToUse(x)),∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ ¬FrequentChargingRequired(x) → EasyToUse(x)),success,2026-03-26T05:02:54.883498+00:00
836,"A vehicle is considered eco-friendly if it uses electricity, solar power, or hydrogen fuel cells as its primary energy source.",∀x (Vehicle(x) ∧ (Electricity(x) ∨ SolarPower(x) ∨ HydrogenFuelCells(x)) → EcoFriendly(x)),∀x (Vehicle(x) ∧ (Electricity(x) ∨ SolarPower(x) ∨ HydrogenFuelCells(x)) → EcoFriendly(x)),success,2026-03-26T05:02:55.364505+00:00
837,A beverage is alcoholic if it contains ethanol and has an alcohol content greater than 0.5% by volume.,"∀x (Beverage(x) ∧ Alcoholic(x) → (ContainsEthanol(x) ∧ AlcoholContentGreaterThan(x, 0.5)))","∀x (Beverage(x) ∧ Alcoholic(x) → (ContainsEthanol(x) ∧ AlcoholContentGreaterThan(x, 0.5)))",success,2026-03-26T05:02:55.698692+00:00
838,A rectangle is a square if it has four equal sides.,∀x (Rectangle(x) ∧ FourEqualSides(x) → Square(x)),∀x (Rectangle(x) ∧ FourEqualSides(x) → Square(x)),success,2026-03-26T05:02:56.011084+00:00
839,Some fruits are sweet.,∃x (Fruit(x) ∧ Sweet(x)),∃x1 (Fruit(x1) ∧ Sweet(x1)),success,2026-03-26T05:02:56.723071+00:00
840,"A person is considered a painter if they create visual art, often on canvas, paper, or other surfaces, using paint, brushes, and various techniques to express ideas or emotions.",∀x (Person(x) ∧ CreatesVisualArt(x) ∧ OftenOnCanvasPaperOrOtherSurfaces(x) ∧ UsesPaintBrushesAndVariousTechniques(x) → Painter(x)),∀x (Person(x) ∧ CreatesVisualArt(x) ∧ OftenOnCanvasPaperOrOtherSurfaces(x) ∧ UsesPaintBrushesAndVariousTechniques(x) → Painter(x)),success,2026-03-26T05:02:57.113498+00:00
841,A person who provides care and support to individuals with disabilities is called a caregiver.,∀x (ProvidesCareAndSupportToIndividualsWithDisabilities(x) → Caregiver(x)),∀x1 (ProvidesCareAndSupportToIndividualsWithDisabilities(x1) → Caregiver(x1)),success,2026-03-26T05:02:57.543275+00:00
842,"A large, natural satellite that orbits a planet and is held in place by the planet's gravitational force is referred to as a moon.",∀x (LargeNaturalSatellite(x) ∧ OrbitsPlanet(x) ∧ HeldByGravitationalForce(x) → Moon(x)),∀x (LargeNaturalSatellite(x) ∧ OrbitsPlanet(x) ∧ HeldByGravitationalForce(x) → Moon(x)),success,2026-03-26T05:02:57.949076+00:00
843,A person is considered a lawyer if they have a law degree and are authorized to practice law.,∀x (Person(x) ∧ LawDegree(x) ∧ AuthorizedToPracticeLaw(x) → Lawyer(x)),∀x1 (Person(x1) ∧ LawDegree(x1) ∧ AuthorizedToPracticeLaw(x1) → Lawyer(x1)),success,2026-03-26T05:02:58.364594+00:00
844,"A structure is a dam when it is a barrier, constructed across a river or stream, and serves multiple purposes, such as flood control, irrigation, and hydroelectric power generation.","∀x (Structure(x) ∧ Barrier(x) ∧ ConstructedAcrossRiverOrStream(x) ∧ ServesMultiplePurposes(x, floodControl, irrigation, hydroelectricPowerGeneration) → Dam(x))","∀x (Structure(x) ∧ Barrier(x) ∧ ConstructedAcrossRiverOrStream(x) ∧ ServesMultiplePurposes(x, floodControl, irrigation, hydroelectricPowerGeneration) → Dam(x))",success,2026-03-26T05:02:58.705024+00:00
845,"A cat catches mice, birds, or lizards, but not all three at the same time.",∀x (Cat(x) → ((CatchesMice(x) ∨ CatchesBirds(x) ∨ CatchesLizards(x)) ∧ ¬(CatchesMice(x) ∧ CatchesBirds(x) ∧ CatchesLizards(x)))),∀x (Cat(x) → ((CatchesMice(x) ∨ CatchesBirds(x) ∨ CatchesLizards(x)) ∧ ¬(CatchesMice(x) ∧ CatchesBirds(x) ∧ CatchesLizards(x)))),success,2026-03-26T05:02:59.098312+00:00
846,"If a vehicle is a hybrid, it uses both gasoline and electricity as energy sources.",∀x (Vehicle(x) ∧ Hybrid(x) → (UsesGasoline(x) ∧ UsesElectricity(x))),∀x (Vehicle(x) ∧ Hybrid(x) → (UsesGasoline(x) ∧ UsesElectricity(x))),success,2026-03-26T05:02:59.450742+00:00
847,"During photosynthesis, plants convert sunlight into chemical energy, which is then used for growth and reproduction.",∀x (Plant(x) ∧ Photosynthesis(x) → (SunlightToChemicalEnergy(x) ∧ UsedForGrowth(x) ∧ UsedForReproduction(x))),∀x (Plant(x) ∧ Photosynthesis(x) → (SunlightToChemicalEnergy(x) ∧ UsedForGrowth(x) ∧ UsedForReproduction)),success,2026-03-26T05:02:59.881422+00:00
848,A liquid will freeze if its temperature falls below its freezing point.,∀x (Liquid(x) ∧ TemperatureFallsBelowFreezingPoint(x) → Freeze(x)),∀x1 (Liquid(x1) ∧ TemperatureFallsBelowFreezingPoint(x1) → Freeze(x1)),success,2026-03-26T05:03:00.225048+00:00
849,A person who practices yoga and meditation regularly is considered a mindful individual.,∀x ((Person(x) ∧ PracticesYoga(x) ∧ PracticesMeditation(x)) → MindfulIndividual(x)),∀x ((Person(x) ∧ PracticesYoga(x) ∧ PracticesMeditation(x)) → MindfulIndividual(x)),success,2026-03-26T05:03:00.524317+00:00
850,A movie is a blockbuster if it has a high box office revenue and receives widespread acclaim.,∀x (Movie(x) ∧ HighBoxOffice(x) ∧ WidespreadAcclaim(x) → Blockbuster(x)),∀x (Movie(x) ∧ HighBoxOffice(x) ∧ WidespreadAcclaim(x) → Blockbuster(x)),success,2026-03-26T05:03:00.875432+00:00
851,"If a person is a software developer, they must design, write, test, and maintain computer programs and applications to solve problems and perform tasks.",∀x (SoftwareDeveloper(x) → (DesignsWritesTestsAndMaintainsComputerProgramsAndApplications(x) ∧ ToSolveProblemsAndPerformTasks(x))),∀x (SoftwareDeveloper(x) → (DesignsWritesTestsAndMaintainsComputerProgramsAndApplications(x) ∧ ToSolveProblemsAndPerformTasks(x))),success,2026-03-26T05:03:01.189630+00:00
852,A bird can fly if it has wings and is not flightless.,∀x (Bird(x) ∧ HasWings(x) ∧ ¬Flightless(x) → CanFly(x)),∀x (Bird(x) ∧ HasWings(x) ∧ ¬Flightless(x) → CanFly(x)),success,2026-03-26T05:03:01.535458+00:00
853,All stars emit light.,∀x (Star(x) → EmitsLight(x)),∀x1 (Star(x1) → EmitsLight(x1)),success,2026-03-26T05:03:01.944449+00:00
854,A person is considered a singer if they perform songs using their voice.,∀x (Person(x) ∧ PerformSongs(x) ∧ UsesVoice(x) → Singer(x)),∀x1 (Person(x1) ∧ PerformSongs(x1) ∧ UsesVoice(x1) → Singer(x1)),success,2026-03-26T05:03:02.457403+00:00
855,"A liquid is classified as a solvent when it is used to dissolve other substances, forming a solution.",∀x (Liquid(x) ∧ UsedToDissolveSubstances(x) ∧ FormsSolution(x) → Solvent(x)),∀x (Liquid(x) ∧ UsedToDissolveSubstances(x) ∧ FormsSolution(x) → Solvent(x)),success,2026-03-26T05:03:02.752126+00:00
856,Rainy weather causes people to carry umbrellas.,∀x (RainyWeather(x) → CarriesUmbrella(x)),∀x1 (RainyWeather(x1) → CarriesUmbrella(x1)),success,2026-03-26T05:03:03.296250+00:00
857,"A tornado forms when warm, moist air meets cool, dry air, causing the formation of a rotating column of air extending from the base of a thunderstorm cloud to the ground.",∀x (Tornado(x) → (WarmMoistAirMeetsCoolDryAir(x) ∧ FormsRotatingColumnOfAir(x) ∧ ExtendsFromThunderstormCloudToGround(x))),∀x1 (Tornado(x1) → (WarmMoistAirMeetsCoolDryAir(x1) ∧ FormsRotatingColumnOfAir(x1) ∧ ExtendsFromThunderstormCloudToGround(x1))),success,2026-03-26T05:03:03.788994+00:00
858,"A novel belongs to the science fiction genre when it contains futuristic settings, advanced technology, or extraterrestrial life.",∀x (Novel(x) ∧ (FuturisticSettings(x) ∨ AdvancedTechnology(x) ∨ ExtraterrestrialLife(x)) → ScienceFiction(x)),∀x (Novel(x) ∧ (FuturisticSettings(x) ∨ AdvancedTechnology(x) ∨ ExtraterrestrialLife(x)) → ScienceFiction(x)),success,2026-03-26T05:03:04.306056+00:00
859,"A basketball is round, a football is elongated, and a hockey puck is flat.",∀x ∀y ∀z (Basketball(x) ∧ Football(y) ∧ HockeyPuck(z) → (Round(x) ∧ Elongated(y) ∧ Flat(z))),∀x1 ∀x2 ∀x3 (Basketball(x1) ∧ Football(x2) ∧ HockeyPuck(x3) → (Round(x1) ∧ Elongated(x2) ∧ Flat(x3))),success,2026-03-26T05:03:04.749553+00:00
860,"A smartphone with a high-quality camera and a sleek design is attractive, but not if it lacks privacy features.",∀x (Smartphone(x) ∧ ((HighQualityCamera(x) ∧ SleekDesign(x)) ∧ ¬LacksPrivacyFeatures(x) → Attractive(x))),∀x (Smartphone(x) ∧ ((HighQualityCamera(x) ∧ SleekDesign(x)) ∧ ¬LacksPrivacyFeatures(x) → Attractive(x))),success,2026-03-26T05:03:05.202394+00:00
861,"A fan circulates air, while an air conditioner cools air but doesn't primarily circulate it.",∀x∀y (Fan(x) ∧ AirConditioner(y) → (CirculatesAir(x) ∧ CoolsAir(y) ∧ ¬CirculatesAir(y))),∀x∀y (Fan(x) ∧ AirConditioner(y) → (CirculatesAir(x) ∧ CoolsAir(y) ∧ ¬CirculatesAir(y))),success,2026-03-26T05:03:05.577438+00:00
862,"A gardener cultivates flowers, shrubs, and trees in a garden.","∀x∀y∀z∀w (Gardener(x) ∧ (Flower(y) ∨ Shrub(z) ∨ Tree(w)) → CultivatesInGarden(x, y, z, w))","∀x1∀x2∀x3∀x4 (Gardener(x1) ∧ (Flower(x2) ∨ Shrub(x3) ∨ Tree(x4)) → CultivatesInGarden(x1, x2, x3, x4))",success,2026-03-26T05:03:06.014241+00:00
863,A beverage is alcoholic if it contains ethanol and has a percentage of alcohol content.,∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasAlcoholPercentage(x) → Alcoholic(x)),∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasAlcoholPercentage(x) → Alcoholic(x)),success,2026-03-26T05:03:06.314790+00:00
864,"Lions hunt, koalas sleep, and hummingbirds hover.",∀x (Lion(x) → Hunt(x)) ∧ ∀y (Koala(y) → Sleep(y)) ∧ ∀z (Hummingbird(z) → Hover(z)),∀x (Lion(x) → Hunt(x)) ∧ ∀x (Koala(x) → Sleep(x)) ∧ ∀x (Hummingbird(x) → Hover(x)),success,2026-03-26T05:03:06.727801+00:00
865,"A student graduates with honors if they maintain a high GPA, complete a specific number of credit hours, and participate in extracurricular activities.",∀x (Student(x) ∧ HighGPA(x) ∧ CompletedCreditHours(x) ∧ ParticipatesInExtracurricularActivities(x) → GraduatesWithHonors(x)),∀x (Student(x) ∧ HighGPA(x) ∧ CompletedCreditHours(x) ∧ ParticipatesInExtracurricularActivities(x) → GraduatesWithHonors(x)),success,2026-03-26T05:03:07.087823+00:00
866,A shape with four sides and all angles equal to 90 degrees is a rectangle.,"∀x (Shape(x) ∧ HasFourSides(x) ∧ AllAnglesEqual(x, 90) → Rectangle(x))","∀x (Shape(x) ∧ HasFourSides(x) ∧ AllAnglesEqual(x, 90) → Rectangle(x))",success,2026-03-26T05:03:07.477876+00:00
867,"Rainy weather can cause slippery roads, while sunny weather can dry them.",∀x∀y (Weather(x) ∧ (Rainy(x) → SlipperyRoads(y)) ∧ (Sunny(x) → DryRoads(y))),∀x∀y (Weather(x) ∧ (Rainy(x) → SlipperyRoads(x)) ∧ (Sunny(x) → DryRoads(y))),success,2026-03-26T05:03:08.094318+00:00
868,"A smartphone has a touchscreen display, internet access, and the ability to download apps.",∀x (Smartphone(x) → (TouchscreenDisplay(x) ∧ InternetAccess(x) ∧ CanDownloadApps(x))),∀x (Smartphone(x) → (TouchscreenDisplay(x) ∧ InternetAccess(x) ∧ CanDownloadApps(x))),success,2026-03-26T05:03:08.508801+00:00
869,"A healthy lifestyle involves regular physical activity, a balanced diet, and sufficient sleep.",∀x (HealthyLifestyle(x) → RegularPhysicalActivity(x) ∧ BalancedDiet(x) ∧ SufficientSleep(x)),∀x (HealthyLifestyle(x) → (RegularPhysicalActivity(x) ∧ BalancedDiet(x) ∧ SufficientSleep(x))),success,2026-03-26T05:03:08.908639+00:00
870,A train is considered punctual if it consistently arrives and departs on schedule.,∀x (Train(x) ∧ ConsistentlyArrivesOnSchedule(x) ∧ ConsistentlyDepartsOnSchedule(x) → Punctual(x)),∀x (Train(x) ∧ ConsistentlyArrivesOnSchedule(x) ∧ ConsistentlyDepartsOnSchedule(x) → Punctual(x)),success,2026-03-26T05:03:09.234901+00:00
871,A camera captures an image of an object by focusing light onto a sensor.,"∀x ∀y ∀z (Camera(x) ∧ Object(y) ∧ Sensor(z) ∧ FocusesLight(x, z) → CapturesImageOf(x, y))","∀x1 ∀y1 ∀z1 (Camera(x1) ∧ Object(y1) ∧ Sensor(z1) ∧ FocusesLight(x1, z1) → CapturesImageOf(x1, y1))",success,2026-03-26T05:03:09.728049+00:00
872,"A type of writing system that uses symbols to represent sounds or words, and can be written horizontally or vertically, is classified as a script.",∀x (WritingSystem(x) ∧ UsesSymbols(x) ∧ RepresentsSoundsOrWords(x) ∧ (WrittenHorizontally(x) ∨ WrittenVertically(x)) → Script(x)),∀x (WritingSystem(x) ∧ UsesSymbols(x) ∧ RepresentsSoundsOrWords(x) ∧ (WrittenHorizontally(x) ∨ WrittenVertically(x)) → ¬Script(x)),success,2026-03-26T05:03:10.237133+00:00
873,"When a volcano erupts, it can cause destruction, emit smoke and ash, and change the surrounding environment.",∀x (Volcano(x) ∧ Erupts(x) → (CausesDestruction(x) ∨ EmitsSmoke(x) ∨ EmitsAsh(x) ∨ ChangesEnvironment(x))),∀x (Volcano(x) ∧ Erupts(x) → (CausesDestruction(x) ∨ EmitsSmoke(x) ∨ EmitsAsh(x) ∨ ChangesEnvironment(x))),success,2026-03-26T05:03:10.616580+00:00
874,A square is a rectangle with all sides having equal length.,∀x (Square(x) ↔ (Rectangle(x) ∧ AllSidesEqual(x))),∀x (Square(x) ↔ (Rectangle(x) ∧ AllSidesEqual(x))),success,2026-03-26T05:03:10.959094+00:00
875,A painting is valuable if it is made by a famous artist.,"∀x∀y (Painting(x) ∧ FamousArtist(y) ∧ MadeBy(x, y) → Valuable(x))","∀x∀y (Painting(x) ∧ FamousArtist(y) ∧ MadeBy(x, y) ∧ Valuable(x))",success,2026-03-26T05:03:11.302103+00:00
876,"A mountain with an elevation above 8,000 meters and permanent snow is considered part of the ""eight-thousander"" group.",∀x (Mountain(x) ∧ ElevationAbove8000Meters(x) ∧ PermanentSnow(x) → EightThousander(x)),∀x (Mountain(x) ∧ ElevationAbove8000Meters(x) ∧ PermanentSnow(x) → EightThousander(x)),success,2026-03-26T05:03:11.775766+00:00
877,A mountain has a peak and slopes.,∀x (Mountain(x) → HasPeak(x) ∧ HasSlopes(x)),∀x (Mountain(x) → HasPeak(x) ∨ HasSlopes(x)),success,2026-03-26T05:03:12.107608+00:00
878,"In a desert ecosystem, cacti store water in their thick stems, and camouflaged animals blend in with their surroundings to avoid predators.","∀x ∀y (DesertEcosystem(x) ∧ (Cacti(y) ∧ StoresWaterInThickStems(x, y)) ∧ (CamouflagedAnimals(x) ∧ BlendsInWithSurroundings(x)))","∀x ∀y (DesertEcosystem(x) ∧ (Cacti(y) ∧ StoresWaterInThickStems(x, y)) ∧ (CamouflagedAnimals(x) ∨ BlendsInWithSurroundings(x)))",success,2026-03-26T05:03:12.565418+00:00
879,All planets in the Solar System orbit around the sun.,"∀x (PlanetInSolarSystem(x) → Orbits(x, sun))","∀x1 (PlanetInSolarSystem(x1) → Orbits(x1, sun))",success,2026-03-26T05:03:12.911275+00:00
880,"Students learn from teachers by attending lectures, participating in discussions, or completing assignments.","∀x∀y (Student(x) ∧ Teacher(y) → (LearnsByAttendingLectures(x, y) ∨ LearnsByParticipatingDiscussions(x, y) ∨ LearnsByCompletingAssignments(x, y)))","∀x∀y (Student(x) ∧ Teacher(y) → (LearnsByAttendingLectures(x, y) ∨ LearnsByParticipatingDiscussions(x, y) ∨ LearnsByCompletingAssignments(x, y)))",success,2026-03-26T05:03:13.600349+00:00
881,A parent is a legal guardian of a child.,"∀x ∀y (Parent(x) ∧ Child(y) → LegalGuardian(x, y))","∀x ∀y (Parent(x) ∧ Child(y) → LegalGuardian(x, y))",success,2026-03-26T05:03:13.925485+00:00
882,"A chef prepares and cooks meals, while a server takes orders and delivers food to customers.",∀x∀y (Chef(x) ∧ Server(y) → (PreparesMeals(x) ∧ CooksMeals(x) ∧ TakesOrders(y) ∧ DeliversFood(y))),∀x∀y (Chef(x) ∧ Server(y) → (PreparesMeals(x) ∧ CooksMeals(x) ∧ TakesOrders(y) ∧ DeliversFood(x))),success,2026-03-26T05:03:14.336211+00:00
883,A flashlight emits light when turned on.,∀x (Flashlight(x) ∧ TurnedOn(x) → EmitsLight(x)),∀x (Flashlight(x) ∧ TurnedOn(x) → EmitsLight(x)),success,2026-03-26T05:03:14.606388+00:00
884,"A runner participates in sprints, marathons, or relays.","∀x (Runner(x) → (ParticipatesIn(x, ""sprints"") ∨ ParticipatesIn(x, ""marathons"") ∨ ParticipatesIn(x, ""relays"")))","∀x1 (Runner(x1) → (ParticipatesIn(x1, ""sprints"") ∨ ParticipatesIn(x1, ""marathons"") ∨ ParticipatesIn(x1, ""relays"")))",success,2026-03-26T05:03:15.051455+00:00
885,"A museum displays artifacts, educates visitors, and organizes guided tours.","∀x ∀y ∀z (Museum(x) ∧ Artifact(y) ∧ GuidedTour(z) → (Displays(x, y) ∧ Educates(x, visitors) ∧ Organizes(x, z)))","∀x ∀y ∀z (Museum(x) ∧ Artifact(y) ∧ GuidedTour(z) → (Displays(x, y) ∧ Educates(x, visitors) ∧ Organizes(x, z)))",success,2026-03-26T05:03:15.389392+00:00
886,"A game played with a ball, where two teams attempt to score points by throwing the ball through a hoop mounted at a specific height, is basketball.",∀x (Game(x) ∧ PlayedWithBall(x) ∧ TwoTeams(x) ∧ ScorePoints(x) ∧ ThrowBallThroughHoop(x) ∧ SpecificHoopHeight(x) → Basketball(x)),∀x (Game(x) ∧ PlayedWithBall(x) ∧ TwoTeams(x) ∧ ScorePoints(x) ∧ ThrowBallThroughHoop(x) ∧ SpecificHoopHeight(x) → Basketball(x)),success,2026-03-26T05:03:15.768457+00:00
887,A fruit that is ripe or overripe is suitable for making a smoothie.,∀x (Fruit(x) ∧ (Ripe(x) ∨ Overripe(x)) → SuitableForSmoothie(x)),∀x (Fruit(x) ∧ (Ripe(x) ∨ Overripe(x)) → ¬SuitableForSmoothie(x)),success,2026-03-26T05:03:16.074134+00:00
888,Metals are good conductors of heat and electricity.,∀x (Metal(x) → GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x)),∀x1 (Metal(x1) → GoodConductorOfHeat(x1) ∧ GoodConductorOfElectricity(x1)),success,2026-03-26T05:03:16.487705+00:00
889,A computer is portable if it is lightweight and has a built-in battery.,∀x (Computer(x) ∧ Lightweight(x) ∧ HasBuiltInBattery(x) → Portable(x)),∀x (Computer(x) ∧ Lightweight(x) ∧ HasBuiltInBattery(x) → Portable(x)),success,2026-03-26T05:03:16.812146+00:00
890,"A car has an engine, wheels, and a chassis, can be powered by gasoline, diesel, or electricity, and serves purposes like transportation, racing, or off-roading.",∀x (Car(x) → (Engine(x) ∧ Wheels(x) ∧ Chassis(x) ∧ (GasolinePowered(x) ∨ DieselPowered(x) ∨ ElectricPowered(x)) ∧ (TransportationPurpose(x) ∨ RacingPurpose(x) ∨ OffRoadingPurpose(x)))),∀x (Car(x) → (Engine(x) ∧ Wheels(x) ∧ Chassis(x) ∧ (GasolinePowered(x) ∨ DieselPowered(x) ∨ ElectricPowered(x)) ∧ (TransportationPurpose(x) ∨ RacingPurpose(x) ∨ OffRoadingPurpose(x)))),success,2026-03-26T05:03:17.223411+00:00
891,An event is exclusive if it is invite-only or requires a membership.,∀x (Event(x) ∧ (InviteOnly(x) ∨ RequiresMembership(x)) → Exclusive(x)),∀x (Event(x) ∧ (InviteOnly(x) ∨ RequiresMembership(x)) → Exclusive(x)),success,2026-03-26T05:03:17.576939+00:00
892,"Frogs live on land and in water, whereas snakes live on land but not in water.",∀x (Frog(x) → (LiveOnLand(x) ∧ LiveInWater(x))) ∧ ∀y (Snake(y) → (LiveOnLand(y) ∧ ¬LiveInWater(y))),∀x (Frog(x) → (LiveOnLand(x) ∧ LiveInWater(x))) ∧ ∀y (Snake(y) → (LiveOnLand(y) ∧ LiveInWater(y))),success,2026-03-26T05:03:18.016855+00:00
893,"In a courtroom, a judge hears cases and makes decisions based on evidence and laws.","∀x∀y (Courtroom(x) ∧ Judge(y) ∧ HearsCases(y, x) ∧ EvidenceAndLaws(x) → MakesDecisions(y, x))","∀x∀y (Courtroom(x) ∧ Judge(y) ∧ HearsCases(y, x) ∧ EvidenceAndLaws(x) → MakesDecisions(y, x))",success,2026-03-26T05:03:18.428263+00:00
894,Telescopes enable astronomers to observe distant celestial objects and study the universe.,"∀x∀y∀z (Telescope(x) ∧ Astronomer(y) ∧ CelestialObject(z) → (EnablesObservation(x, y, z) ∧ StudyUniverse(y)))","∀x1∀y1∀z1 (Telescope(x1) ∧ Astronomer(y1) ∧ CelestialObject(z1) → (EnablesObservation(x1, y1, z1) ∧ StudyUniverse(y1)))",success,2026-03-26T05:03:18.839087+00:00
895,"An ecosystem thrives when it contains diverse species, possesses a stable food chain, and has a balanced climate.",∀x (Ecosystem(x) ∧ DiverseSpecies(x) ∧ StableFoodChain(x) ∧ BalancedClimate(x) → Thrives(x)),∀x (Ecosystem(x) ∧ DiverseSpecies(x) ∧ StableFoodChain(x) ∧ BalancedClimate(x) → Thrives(x)),success,2026-03-26T05:03:19.180114+00:00
896,"Lions are carnivores, cows are herbivores, and humans are omnivores.",∀x∀y∀z (Lion(x) → Carnivore(x)) ∧ (Cow(y) → Herbivore(y)) ∧ (Human(z) → Omnivore(z)),∀x∀y∀z (Lion(x) → Carnivore(x)) ∧ (Cow(y) → Herbivore(y)) ∧ (Human(z) → Omnivore(z)),success,2026-03-26T05:03:19.555595+00:00
897,"An area is considered a wetland if it is saturated with water, supports aquatic plants, and provides habitat for a diverse range of wildlife.",∀x (Area(x) ∧ SaturatedWithWater(x) ∧ SupportsAquaticPlants(x) ∧ ProvidesHabitatForWildlife(x) → Wetland(x)),∀x (Area(x) ∧ SaturatedWithWater(x) ∧ SupportsAquaticPlants(x) ∧ ProvidesHabitatForWildlife(x) ∧ Wetland(x)),success,2026-03-26T05:03:19.958556+00:00
