id,generated_fopl,ground_truth_fopl,structural_match,alpha_equivalent,normalized_match,status,timestamp
764,∀x (Person(x) ∧ DispensesMedications(x) ∧ ProvidesMedicationInformation(x) → Pharmacist(x)),∀x (Person(x) ∧ DispensesMedications(x) ∧ ProvidesMedicationInformation(x) → Pharmacist(x)),1,1,1,success,2026-03-26T23:20:08.938279+00:00
765,"∀x1 ∀y1 ∀z1 (Tree(x1) ∧ CarbonDioxide(y1) ∧ Oxygen(z1) ∧ AbsorbsDuringPhotosynthesis(x1, y1) ∧ Releases(x1, z1) → ContributesToCleanerAir(x1))","∀x ∀y ∀z (Tree(x) ∧ CarbonDioxide(y) ∧ Oxygen(z) ∧ AbsorbsDuringPhotosynthesis(x, y) ∧ Releases(x, z) → ContributesToCleanerAir(x))",1,1,1,success,2026-03-26T23:20:08.938279+00:00
766,∀x (Password(x) ∧ Uppercase(x) ∧ Lowercase(x) ∧ Numbers(x) ∧ SpecialCharacters(x) → Secure(x)),∀x (Password(x) ∧ Uppercase(x) ∧ Lowercase(x) ∧ Numbers(x) ∧ SpecialCharacters(x) → Secure(x)),1,1,1,success,2026-03-26T23:20:08.938279+00:00
767,∀x1 (Phone(x1) → ConnectsCalls(x1)),∀x (Phone(x) → ConnectsCalls(x)),0,1,1,success,2026-03-26T23:20:08.938279+00:00
768,∀x (Polygon(x) ∧ HasSixSides(x) → Hexagon(x)) ∧ ∀x (Polygon(x) ∧ HasEightSides(x) → Octagon(x)),∀x (Polygon(x) ∧ HasSixSides(x) → Hexagon(x)) ∧ (Polygon(x) ∧ HasEightSides(x) → Octagon(x)),0,0,1,success,2026-03-26T23:20:08.938279+00:00
769,∀x (Structure(x) ∧ BuiltForHabitation(x) ∧ ProvidesShelter(x) ∧ ComposedOfMultipleRooms(x) → (House(x) ∨ Apartment(x))),∀x (Structure(x) ∧ BuiltForHabitation(x) ∧ ProvidesShelter(x) ∧ ComposedOfMultipleRooms(x) → (House(x) ∨ Apartment(x))),0,0,1,success,2026-03-26T23:20:08.938279+00:00
770,∀x1 ∀y1 ∀z1 (Nurse(x1) ∧ Lawyer(y1) ∧ Teacher(z1) → (AssistsPatientCare(x1) ∧ ProvidesLegalServices(y1) ∧ EducatesStudents(z1))),∀x ∀y ∀z (Nurse(x) ∧ Lawyer(y) ∧ Teacher(z) → (AssistsPatientCare(x) ∧ ProvidesLegalServices(y) ∧ EducatesStudents(z))),1,1,1,success,2026-03-26T23:20:08.938279+00:00
771,∀x (Process(x) ∧ CombinesSimplerSubstances(x) ∧ RequiresEnergyInput(x) ∧ ResultsInGrowthAndRepair(x) → Anabolism(x)),∀x (Process(x) ∧ CombinesSimplerSubstances(x) ∧ RequiresEnergyInput(x) ∧ ResultsInGrowthAndRepair(x) → Anabolism(x)),1,1,1,success,2026-03-26T23:20:08.938279+00:00
772,∀x1 (Coach(x1) → (TrainsAthletesInSport(x1) ∧ GuidesAthletesInSport(x1))),∀x (Coach(x) → (TrainsAthletesInSport(x) ∧ GuidesAthletesInSport(x))),1,1,1,success,2026-03-26T23:20:08.938279+00:00
773,∀x ∀y (Microwave(x) ∧ Oven(y) → (HeatsFoodQuickly(x) ∧ (HeatsFoodSlowly(y) ∧ CanBake(y)))),∀x ∀y (Microwave(x) ∧ Oven(y) → (HeatsFoodQuickly(x) ∧ (HeatsFoodSlowly(y) ∧ CanBake(y)))),0,0,0,success,2026-03-26T23:20:08.938279+00:00
774,∀x (Volcano(x) → ((Dormant(x) ⊕ Active(x) ⊕ Extinct(x)) ∧ EruptionsCauseChanges(x))),∀x (Volcano(x) → ((Dormant(x) ⊕ Active(x) ⊕ Extinct(x)) ∧ EruptionsCauseChanges(x))),1,1,1,success,2026-03-26T23:20:08.938279+00:00
775,"∀x∀y (Square(x) ∧ Rectangle(y) → (HasEqualSides(x, 4) ⊕ (HasFourSides(y) ∧ OppositeSidesEqual(y))))","∀x∀y (Square(x) ∧ Rectangle(y) → (HasEqualSides(x, 4) ⊕ (HasFourSides(y) ∧ OppositeSidesEqual(y))))",0,1,1,success,2026-03-26T23:20:08.938279+00:00
776,∀x1 (TallBuilding(x1) → CastsLongShadow(x1)),∀x (TallBuilding(x) → CastsLongShadow(x)),0,0,1,success,2026-03-26T23:20:08.938279+00:00
777,∃x∃y∃z (Rock(x) ∧ Igneous(x) ∧ Rock(y) ∧ Sedimentary(y) ∧ Rock(z) ∨ Metamorphic(z)),∃x∃y∃z (Rock(x) ∧ Igneous(x) ∧ Rock(y) ∧ Sedimentary(y) ∧ Rock(z) ∧ Metamorphic(z)),0,0,1,success,2026-03-26T23:20:08.938279+00:00
778,∀x (Candle(x) ∧ Burning(x) → ProduceLight(x)),∀x (Candle(x) ∧ Burning(x) → ProduceLight(x)),1,1,1,success,2026-03-26T23:20:08.938279+00:00
779,"∀x∀y (Employee(x) ∧ Company(y) → (WorksFor(x, y) ∧ (ReceivesSalary(x) ∨ ReceivesHourlyWage(x))))","∀x∀y (Employee(x) ∧ Company(y) → (WorksFor(x, y) ∧ (ReceivesSalary(x) ∨ ReceivesHourlyWage(x))))",1,1,1,success,2026-03-26T23:20:08.938279+00:00
780,∀x (SoftwareTool(x) ∧ DetectsMalware(x) ∧ RemovesMalware(x) ∧ MonitorsSystemPerformance(x) ∧ ProvidesRealTimeProtection(x) → AntivirusProgram(x)),∀x (SoftwareTool(x) ∧ DetectsMalware(x) ∧ RemovesMalware(x) ∧ MonitorsSystemPerformance(x) ∧ ProvidesRealTimeProtection(x) → AntivirusProgram(x)),1,1,1,success,2026-03-26T23:20:08.938279+00:00
781,∀x (ExcessiveSugarConsumption(x) → HigherRiskOfType2Diabetes(x)),∀x (ExcessiveSugarConsumption(x) → HigherRiskOfType2Diabetes(x)),1,1,1,success,2026-03-26T23:20:08.942884+00:00
782,"∀x1 (Lake(x1) ∧ Salinity(x1, <0.5%) → Freshwater(x1))","∀x (Lake(x) ∧ Salinity(x, <0.5%) → Freshwater(x))",0,1,1,success,2026-03-26T23:20:08.942884+00:00
783,∀x1 (PracticesMindfulnessAndMeditation(x1) → (ReducedStress(x1) ∧ IncreasedMentalClarity(x1))),∀x (PracticesMindfulnessAndMeditation(x) → (ReducedStress(x) ∧ IncreasedMentalClarity(x))),0,0,1,success,2026-03-26T23:20:08.943465+00:00
784,"∀x∀y∀z (Tree(x) ↔ (GrowsIn(x, soil) ∧ Sunlight(y) ∧ Water(z) ∧ Requires(x, y) ∧ Requires(x, z) ∧ ¬FoundIn(x, ocean)))","∀x∀y∀z (Tree(x) ↔ (GrowsIn(x, soil) ∧ Sunlight(y) ∧ Water(z) ∧ Requires(x, y) ∧ Requires(x, z) ∧ ¬FoundIn(x, ocean)))",0,0,1,success,2026-03-26T23:20:08.943465+00:00
785,∀x1 (Turtle(x1) → (HasProtectiveShell(x1) ∧ HasRetractableLimbs(x1))),∀x (Turtle(x) → (HasProtectiveShell(x) ∧ HasRetractableLimbs(x))),1,1,1,success,2026-03-26T23:20:08.943465+00:00
786,"∀x ∀y (Cave(x) ∨ Sinkhole(x) ∧ LimestoneBedrock(y) → FormsThroughDissolution(x, y, Rainwater, Groundwater, DissolvedCarbonDioxide, CalciumCarbonate))","∀x ∀y (Cave(x) ∨ Sinkhole(x) ∧ LimestoneBedrock(y) → FormsThroughDissolution(x, y, Rainwater, Groundwater, DissolvedCarbonDioxide, CalciumCarbonate))",1,1,1,success,2026-03-26T23:20:08.943465+00:00
787,"∀x∀y (Airline(x) ∧ (Domestic(y) ∨ International(y)) → OperatesFlightsAndProvidesSeatingOptions(x, x))","∀x∀y (Airline(x) ∧ (Domestic(y) ∨ International(y)) → OperatesFlightsAndProvidesSeatingOptions(x, y))",1,1,1,success,2026-03-26T23:20:08.943465+00:00
788,"∀x∀y∀z (Submarine(x) → (CanDiveBelowSurface(x, y) ∧ Water(y) ∧ NavigatesUnderwater(x, z) ∧ (SystemOfBallastTanks(z) ∧ Propulsion(z))))","∀x∀y∀z (Submarine(x) → (CanDiveBelowSurface(x, y) ∧ Water(y) ∧ NavigatesUnderwater(x, z) ∧ (SystemOfBallastTanks(z) ∧ Propulsion(z))))",0,0,0,success,2026-03-26T23:20:08.943465+00:00
789,∀x (Dessert(x) ∧ BalancedSweetness(x) ∧ PleasingTexture(x) ∧ ¬TooHeavy(x) → Delicious(x)),∀x (Dessert(x) ∧ BalancedSweetness(x) ∧ PleasingTexture(x) ∧ ¬TooHeavy(x) → Delicious(x)),0,1,1,success,2026-03-26T23:20:08.943465+00:00
790,∀x (NationalPark(x) → ((ForestEcosystem(x) ∧ GrasslandEcosystem(x) ∧ WetlandEcosystem(x)) ∧ (HikingOpportunity(x) ∧ CampingOpportunity(x) ∧ WildlifeWatchingOpportunity(x)))),∀x (NationalPark(x) → ((ForestEcosystem(x) ∧ GrasslandEcosystem(x) ∧ WetlandEcosystem(x)) ∧ (HikingOpportunity(x) ∧ CampingOpportunity(x) ∧ WildlifeWatchingOpportunity(x)))),0,0,1,success,2026-03-26T23:20:08.943465+00:00
791,∀x∀y (Cat(x) ∧ Dog(y) → (GroomsSelf(x) ∧ ReliesOnOwnerForGrooming(y))),∀x∀y (Cat(x) ∧ Dog(y) → (GroomsSelf(x) ∧ ReliesOnOwnerForGrooming(y))),0,0,1,success,2026-03-26T23:20:08.943465+00:00
792,"∀x1 ∀x2 ∀x3 (ComputerNetwork(x1) ∧ Device(x2) ∧ Device(x3) ∧ EnablesDataTransmission(x1, x2, x3) ∧ Communication(x1, x2, x3) → Connects(x1, x2, x3))","∀x ∀y ∀z (ComputerNetwork(x) ∧ Device(y) ∧ Device(z) ∧ EnablesDataTransmission(x, y, z) ∧ Communication(x, y, z) → Connects(x, y, z))",1,1,1,success,2026-03-26T23:20:08.943465+00:00
793,∀x (Beverage(x) ∧ (Carbonated(x) ∨ Caffeinated(x)) → Refreshing(x)),∀x (Beverage(x) ∧ (Carbonated(x) ∨ Caffeinated(x)) → Refreshing(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
794,∀x (Scientist(x) ∧ (StudiesPlants(x) ∨ StudiesAnimals(x)) → Biologist(x)),∀x (Scientist(x) ∧ (StudiesPlants(x) ∨ StudiesAnimals(x)) → Biologist(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
795,∀x1 (PrefersLivingWithFewerMaterialPossessions(x1) → Minimalist(x1)),∀x (PrefersLivingWithFewerMaterialPossessions(x) → Minimalist(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
796,∀x (LivingEnvironment(x) ∧ CleanAir(x) ∧ ModerateTemperature(x) ∧ AppropriateNoiseLevel(x) → Comfortable(x)),∀x (LivingEnvironment(x) ∧ CleanAir(x) ∧ ModerateTemperature(x) ∧ AppropriateNoiseLevel(x) → Comfortable(x)),0,1,1,success,2026-03-26T23:20:08.943465+00:00
797,"∀x ∀y ∀z (Planet(x) ∧ LiquidWater(y) ∧ SuitableAtmosphere(z) ∧ Has(x, y) ∧ Has(x, z) ∧ Habitable(x))","∀x ∀y ∀z (Planet(x) ∧ LiquidWater(y) ∧ SuitableAtmosphere(z) ∧ Has(x, y) ∧ Has(x, z) → Habitable(x))",0,0,1,success,2026-03-26T23:20:08.943465+00:00
798,∀x (Engine(x) ∧ ConvertsChemicalEnergy(x) ∧ PowersVehicles(x) ∧ FueledByInternalCombustion(x) → InternalCombustionEngine(x)),∀x (Engine(x) ∧ ConvertsChemicalEnergy(x) ∧ PowersVehicles(x) ∧ FueledByInternalCombustion(x) → InternalCombustionEngine(x)),0,0,1,success,2026-03-26T23:20:08.943465+00:00
799,∀x (Person(x) ∧ ¬EatsMeat(x) → Vegetarian(x)),∀x (Person(x) ∧ ¬EatsMeat(x) → Vegetarian(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
800,∀x ∀y (Bakery(x) ∧ ButcherShop(y) → (SellsBread(x) ∧ SellsPastries(x) ∧ SellsMeat(y) ∧ SellsPoultry(y))),∀x ∀y (Bakery(x) ∧ ButcherShop(y) → (SellsBread(x) ∧ SellsPastries(x) ∧ SellsMeat(y) ∧ SellsPoultry(y))),1,1,1,success,2026-03-26T23:20:08.943465+00:00
801,∀x (Fuel(x) ∧ DerivedFromRenewableResources(x) ∧ EmitsFewerGreenhouseGases(x) ∧ UsedToPowerVehicles(x) → Biofuel(x)),∀x (Fuel(x) ∧ DerivedFromRenewableResources(x) ∧ EmitsFewerGreenhouseGases(x) ∧ UsedToPowerVehicles(x) → Biofuel(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
802,∀x ((SolidSubstance(x) ∧ ConductsElectricityWell(x) ∧ Malleable(x) ∧ Ductile(x)) → Metal(x)),∀x ((SolidSubstance(x) ∧ ConductsElectricityWell(x) ∧ Malleable(x) ∧ Ductile(x)) → Metal(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
803,∀x (Artwork(x) ∧ (SymbolicElements(x) ∨ EvokesEmotions(x)) ∧ ¬CommercialPurposes(x) → ThoughtProvoking(x)),∀x (Artwork(x) ∧ (SymbolicElements(x) ∨ EvokesEmotions(x)) ∧ ¬CommercialPurposes(x) → ThoughtProvoking(x)),0,0,0,success,2026-03-26T23:20:08.943465+00:00
804,"∀x1 ∀x2 ∀x3 (Doctor(x1) ∧ Medication(x2) ∧ Patient(x3) ∧ AppropriateForCondition(x2, x3) ∧ Licensed(x1) → Prescribes(x1, x2, x3))","∀x ∀y ∀z (Doctor(x) ∧ Medication(y) ∧ Patient(z) ∧ AppropriateForCondition(y, z) ∧ Licensed(x) → Prescribes(x, y, z))",0,1,1,success,2026-03-26T23:20:08.943465+00:00
805,"∀x∀y (Laptop(x) ∧ DesktopComputer(y) → (PerformsSimilarTasks(x, y) ∧ DifferentPortabilityAndCustomization(x, y)))","∀x∀y (Laptop(x) ∧ DesktopComputer(y) → (PerformsSimilarTasks(x, y) ∧ DifferentPortabilityAndCustomization(x, y)))",0,0,1,success,2026-03-26T23:20:08.943465+00:00
806,∀x (Fermentation(x) → (MetabolicProcess(x) ∧ UsedByMicroorganisms(x) ∧ ConvertSugarsIntoOtherProducts(x))),∀x (Fermentation(x) → (MetabolicProcess(x) ∧ UsedByMicroorganisms(x) ∧ ConvertSugarsIntoOtherProducts(x))),0,0,1,success,2026-03-26T23:20:08.943465+00:00
807,∀x (Hammer(x) → Nails(x)) ∧ (Saw(x) → CutsWood(x)) ∧ (Wrench(x) → TightensBolts(x)) ∨ TightensBolts(x),∀x (Hammer(x) → Nails(x)) ∧ (Saw(x) → CutsWood(x)) ∧ (Wrench(x) → TightensBolts(x)),1,1,1,success,2026-03-26T23:20:08.943465+00:00
808,∀x1 (Substance(x1) ∧ DefiniteShape(x1) ∧ DefiniteVolume(x1) → Solid(x1)),∀x (Substance(x) ∧ DefiniteShape(x) ∧ DefiniteVolume(x) → Solid(x)),1,1,1,success,2026-03-26T23:20:08.946987+00:00
809,∀x (Location(x) ∧ ShallowWater(x) ∧ SupportsAquaticPlants(x) ∧ DiverseWildlifeHabitat(x) → Wetland(x)),∀x (Location(x) ∧ ShallowWater(x) ∧ SupportsAquaticPlants(x) ∧ DiverseWildlifeHabitat(x) → Wetland(x)),1,1,1,success,2026-03-26T23:20:08.946987+00:00
810,∀x1 (Animal(x1) ∧ Reptile(x1) → (HasScales(x1) ∧ LaysEggs(x1))),∀x (Animal(x) ∧ Reptile(x) → (HasScales(x) ∧ LaysEggs(x))),1,1,1,success,2026-03-26T23:20:08.946987+00:00
811,¬∃x1 (Car(x1) ∧ Convertible(x1) ∧ Sedan(x1)),¬∃x (Car(x) ∧ Convertible(x) ∧ Sedan(x)),0,1,1,success,2026-03-26T23:20:08.946987+00:00
812,"∀x1 ∀x2 (Fruit(x1) ∧ Fruit(x2) ∧ HigherVitaminCContent(x1, x2) → BetterPreventScurvy(x1, x2))","∀x ∀y (Fruit(x) ∧ Fruit(y) ∧ HigherVitaminCContent(x, y) → BetterPreventScurvy(x, y))",0,0,1,success,2026-03-26T23:20:08.946987+00:00
813,"∀x1 ∀x2 ∀x3 (Computer(x1) ∧ CyberAttack(x2) ∧ SecurityMeasures(x3) ∧ LacksProtection(x1, x3, x2) → VulnerableToAttack(x1, x2))","∀x ∀y ∀z (Computer(x) ∧ CyberAttack(y) ∧ SecurityMeasures(z) ∧ LacksProtection(x, z, y) → VulnerableToAttack(x, y))",0,0,1,success,2026-03-26T23:20:08.946987+00:00
814,∀x (Book(x) ∧ MysteryNovel(x) ∧ Thriller(x) → HybridGenre(x)),∀x (Book(x) ∧ MysteryNovel(x) ∧ Thriller(x) → HybridGenre(x)),1,1,1,success,2026-03-26T23:20:08.947847+00:00
815,∀x (NaturalPhenomenon(x) ∧ ReleaseMoltenRock(x) ∧ ReleaseAsh(x) ∧ ReleaseGas(x) → VolcanicEruption(x)),∀x (NaturalPhenomenon(x) ∧ ReleaseMoltenRock(x) ∧ ReleaseAsh(x) ∧ ReleaseGas(x) → VolcanicEruption(x)),1,1,1,success,2026-03-26T23:20:08.947847+00:00
816,∀x (Game(x) → ((SinglePlayer(x) ⊕ Multiplayer(x)) ∧ ¬(Relaxing(x) ∧ Challenging(x)))),∀x (Game(x) → ((SinglePlayer(x) ⊕ Multiplayer(x)) ∧ ¬(Relaxing(x) ∧ Challenging(x)))),1,1,1,success,2026-03-26T23:20:08.948040+00:00
817,"∀x∀y (Footwear(x) ∧ DesignedForAthleticActivities(x) ∧ ProvidesCushioningAndSupport(x) ∧ RubberSole(y) ∧ Has(x, y) → SportsShoe(y))","∀x∀y (Footwear(x) ∧ DesignedForAthleticActivities(x) ∧ ProvidesCushioningAndSupport(x) ∧ RubberSole(y) ∧ Has(x, y) → SportsShoe(x))",1,1,1,success,2026-03-26T23:20:08.948040+00:00
818,∀x1 (Lake(x1) → SurroundedByLand(x1)),∀x (Lake(x) → SurroundedByLand(x)),0,0,0,success,2026-03-26T23:20:08.948040+00:00
819,∀x∀y (Snow(x) → Cold(x)) ∧ (Lava(y) → Hot(y)),∀x∀y (Snow(x) → Cold(x)) ∧ (Lava(y) → Hot(y)),0,0,1,success,2026-03-26T23:20:08.948314+00:00
820,∀x ∀y (Chair(x) ∧ Bench(y) → ((HasSeat(x) ∧ HasBackrest(x) ∧ SupportsOnePerson(x)) ∧ (HasSeat(y) ∧ ¬HasBackrest(y) ∧ SupportsMultiplePeople(y)))),∀x ∀y (Chair(x) ∧ Bench(y) → ((HasSeat(x) ∧ HasBackrest(x) ∧ SupportsOnePerson(x)) ∧ (HasSeat(y) ∧ ¬HasBackrest(y) ∧ SupportsMultiplePeople(y)))),0,0,1,success,2026-03-26T23:20:08.948386+00:00
821,"∀x (Molecule(x) → ∃x1∃x2 (Atom(x1) ∧ Atom(x2) ∧ BondedTogether(x1, x2, x)))","∀x (Molecule(x) → ∃y∃z (Atom(y) ∧ Atom(z) ∧ BondedTogether(y, z, x)))",1,1,1,success,2026-03-26T23:20:08.948550+00:00
822,∀x (Vehicle(x) ∧ PoweredByElectricMotor(x) ∧ PrimarilyUsesElectricity(x) → ElectricCar(x)),∀x (Vehicle(x) ∧ PoweredByElectricMotor(x) ∧ PrimarilyUsesElectricity(x) → ElectricCar(x)),1,1,1,success,2026-03-26T23:20:08.948770+00:00
823,∀x (Region(x) ∧ ExperiencesLowPrecipitation(x) ∧ SupportsLittleVegetation(x) ∧ DryAridClimate(x) → Desert(x)),∀x (Region(x) ∧ ExperiencesLowPrecipitation(x) ∧ SupportsLittleVegetation(x) ∧ DryAridClimate(x) → Desert(x)),1,1,1,success,2026-03-26T23:20:08.948770+00:00
824,∀x (Painting(x) ∧ CreatedByRenownedArtist(x) ∧ ExcellentCondition(x) → Valuable(x)),∀x (Painting(x) ∧ CreatedByRenownedArtist(x) ∧ ExcellentCondition(x) → Valuable(x)),1,1,1,success,2026-03-26T23:20:08.948770+00:00
825,∀x ((River(x) ∧ FlowsIntoBodyOfWater(x)) → Tributary(x)),∀x ((River(x) ∧ FlowsIntoBodyOfWater(x)) → Tributary(x)),1,1,1,success,2026-03-26T23:20:08.948770+00:00
826,∀x∀y (Boat(x) ∧ Airplane(y) → (FloatsOnWater(x) ∧ HasHull(x) ∧ FliesInAir(y) ∧ HasWings(y))),∀x∀y (Boat(x) ∧ Airplane(y) → (FloatsOnWater(x) ∧ HasHull(x) ∧ FliesInAir(y) ∧ HasWings(y))),0,1,1,success,2026-03-26T23:20:08.948770+00:00
827,∀x (Workout(x) ∧ (IncreasesHeartRate(x) ∨ BurnsManyCalories(x)) → Intense(x)),∀x (Workout(x) ∧ (IncreasesHeartRate(x) ∨ BurnsManyCalories(x)) → Intense(x)),0,0,1,success,2026-03-26T23:20:08.948770+00:00
828,∀x (Athlete(x) ∧ RigorousTrainingRegimen(x) ∧ WellBalancedDiet(x) ∧ EnoughSleep(x) → MaximizesPerformancePotential(x)),∀x (Athlete(x) ∧ RigorousTrainingRegimen(x) ∧ WellBalancedDiet(x) ∧ EnoughSleep(x) → MaximizesPerformancePotential(x)),0,0,1,success,2026-03-26T23:20:08.948770+00:00
829,¬∀x1 (Metal(x1) → Magnetic(x1)) ∧ ∃x2 (Metal(x2) ∧ Magnetic(x2)),¬∀x (Metal(x) → Magnetic(x)) ∧ ∃y (Metal(y) ∧ Magnetic(y)),1,1,1,success,2026-03-26T23:20:08.948770+00:00
830,∀x (Car(x) ∧ Electric(x) → PoweredByBattery(x)),∀x (Car(x) ∧ Electric(x) → PoweredByBattery(x)),1,1,1,success,2026-03-26T23:20:08.949771+00:00
831,"∀x ∀y ∀z (Tree(x) ∧ Summer(y) ∧ Autumn(z) → (ProvidesShade(x, y) ∧ LosesLeaves(x, z)))","∀x ∀y ∀z (Tree(x) ∧ Summer(y) ∧ Autumn(z) → (ProvidesShade(x, y) ∧ LosesLeaves(x, z)))",1,1,1,success,2026-03-26T23:20:08.949771+00:00
832,∀x (Smartphone(x) ∧ Camera(x) ∧ InternetAccess(x)) ∧ ∀y (FeaturePhone(y) ∧ LimitedInternet(y)),∀x (Smartphone(x) ∧ Camera(x) ∧ InternetAccess(x)) ∧ ∀y (FeaturePhone(y) ∧ LimitedInternet(y)),1,1,1,success,2026-03-26T23:20:08.949771+00:00
833,∀x (Entity(x) ∧ ElectronicDevice(x) ∧ PerformsCalculationsAndProcessesData(x) ∧ (IncludesCPU(x) ∨ IncludesMemory(x) ∨ IncludesStorage(x)) → Computer(x)),∀x (Entity(x) ∧ ElectronicDevice(x) ∧ PerformsCalculationsAndProcessesData(x) ∧ (IncludesCPU(x) ∨ IncludesMemory(x) ∨ IncludesStorage(x)) → Computer(x)),0,0,0,success,2026-03-26T23:20:08.950303+00:00
834,∀x (Flower(x) ∧ BloomsAtNight(x) → StrongFragrance(x) ∧ AttractsNocturnalPollinators(x) ∧ LightColoredPetals(x)),∀x (Flower(x) ∧ BloomsAtNight(x) → StrongFragrance(x) ∧ AttractsNocturnalPollinators(x) ∧ LightColoredPetals(x)),0,0,1,success,2026-03-26T23:20:08.950303+00:00
835,∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ ¬FrequentChargingRequired(x) → EasyToUse(x)),∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ ¬FrequentChargingRequired(x) → EasyToUse(x)),0,0,1,success,2026-03-26T23:20:08.950303+00:00
836,∀x (Vehicle(x) ∧ (Electricity(x) ∨ SolarPower(x) ∨ HydrogenFuelCells(x)) → EcoFriendly(x)),∀x (Vehicle(x) ∧ (Electricity(x) ∨ SolarPower(x) ∨ HydrogenFuelCells(x)) → EcoFriendly(x)),1,1,1,success,2026-03-26T23:20:08.950303+00:00
837,"∀x (Beverage(x) ∧ Alcoholic(x) → (ContainsEthanol(x) ∧ AlcoholContentGreaterThan(x, 0.5)))","∀x (Beverage(x) ∧ Alcoholic(x) → (ContainsEthanol(x) ∧ AlcoholContentGreaterThan(x, 0.5)))",1,1,1,success,2026-03-26T23:20:08.950303+00:00
838,∀x (Rectangle(x) ∧ FourEqualSides(x) → Square(x)),∀x (Rectangle(x) ∧ FourEqualSides(x) → Square(x)),1,1,1,success,2026-03-26T23:20:08.950303+00:00
839,∃x1 (Fruit(x1) ∧ Sweet(x1)),∃x (Fruit(x) ∧ Sweet(x)),1,1,1,success,2026-03-26T23:20:08.950303+00:00
840,∀x (Person(x) ∧ CreatesVisualArt(x) ∧ OftenOnCanvasPaperOrOtherSurfaces(x) ∧ UsesPaintBrushesAndVariousTechniques(x) → Painter(x)),∀x (Person(x) ∧ CreatesVisualArt(x) ∧ OftenOnCanvasPaperOrOtherSurfaces(x) ∧ UsesPaintBrushesAndVariousTechniques(x) → Painter(x)),0,1,1,success,2026-03-26T23:20:08.950303+00:00
841,∀x1 (ProvidesCareAndSupportToIndividualsWithDisabilities(x1) → Caregiver(x1)),∀x (ProvidesCareAndSupportToIndividualsWithDisabilities(x) → Caregiver(x)),0,0,1,success,2026-03-26T23:20:08.950303+00:00
842,∀x (LargeNaturalSatellite(x) ∧ OrbitsPlanet(x) ∧ HeldByGravitationalForce(x) → Moon(x)),∀x (LargeNaturalSatellite(x) ∧ OrbitsPlanet(x) ∧ HeldByGravitationalForce(x) → Moon(x)),0,0,1,success,2026-03-26T23:20:08.950303+00:00
843,∀x1 (Person(x1) ∧ LawDegree(x1) ∧ AuthorizedToPracticeLaw(x1) → Lawyer(x1)),∀x (Person(x) ∧ LawDegree(x) ∧ AuthorizedToPracticeLaw(x) → Lawyer(x)),1,1,1,success,2026-03-26T23:20:08.950303+00:00
844,"∀x (Structure(x) ∧ Barrier(x) ∧ ConstructedAcrossRiverOrStream(x) ∧ ServesMultiplePurposes(x, floodControl, irrigation, hydroelectricPowerGeneration) → Dam(x))","∀x (Structure(x) ∧ Barrier(x) ∧ ConstructedAcrossRiverOrStream(x) ∧ ServesMultiplePurposes(x, floodControl, irrigation, hydroelectricPowerGeneration) → Dam(x))",1,1,1,success,2026-03-26T23:20:08.950303+00:00
845,∀x (Cat(x) → ((CatchesMice(x) ∨ CatchesBirds(x) ∨ CatchesLizards(x)) ∧ ¬(CatchesMice(x) ∧ CatchesBirds(x) ∧ CatchesLizards(x)))),∀x (Cat(x) → ((CatchesMice(x) ∨ CatchesBirds(x) ∨ CatchesLizards(x)) ∧ ¬(CatchesMice(x) ∧ CatchesBirds(x) ∧ CatchesLizards(x)))),1,1,1,success,2026-03-26T23:20:08.950303+00:00
846,∀x (Vehicle(x) ∧ Hybrid(x) → (UsesGasoline(x) ∧ UsesElectricity(x))),∀x (Vehicle(x) ∧ Hybrid(x) → (UsesGasoline(x) ∧ UsesElectricity(x))),1,1,1,success,2026-03-26T23:20:08.950303+00:00
847,∀x (Plant(x) ∧ Photosynthesis(x) → (SunlightToChemicalEnergy(x) ∧ UsedForGrowth(x) ∧ UsedForReproduction)),∀x (Plant(x) ∧ Photosynthesis(x) → (SunlightToChemicalEnergy(x) ∧ UsedForGrowth(x) ∧ UsedForReproduction(x))),1,1,1,success,2026-03-26T23:20:08.950303+00:00
848,∀x1 (Liquid(x1) ∧ TemperatureFallsBelowFreezingPoint(x1) → Freeze(x1)),∀x (Liquid(x) ∧ TemperatureFallsBelowFreezingPoint(x) → Freeze(x)),0,0,0,success,2026-03-26T23:20:08.950303+00:00
849,∀x ((Person(x) ∧ PracticesYoga(x) ∧ PracticesMeditation(x)) → MindfulIndividual(x)),∀x ((Person(x) ∧ PracticesYoga(x) ∧ PracticesMeditation(x)) → MindfulIndividual(x)),0,0,1,success,2026-03-26T23:20:08.950303+00:00
850,∀x (Movie(x) ∧ HighBoxOffice(x) ∧ WidespreadAcclaim(x) → Blockbuster(x)),∀x (Movie(x) ∧ HighBoxOffice(x) ∧ WidespreadAcclaim(x) → Blockbuster(x)),0,0,1,success,2026-03-26T23:20:08.950303+00:00
